id,tested_positive
509,7.736333
510,26.765186
511,22.962055
512,13.205407
513,15.315689
514,5.8576937
515,19.177996
516,16.921804
517,29.64937
518,11.053688
519,28.349562
520,13.439988
521,9.846448
522,8.590506
523,25.415648
524,18.04064
525,32.575684
526,19.79791
527,14.40089
528,16.276802
529,19.634758
530,13.013099
531,13.743895
532,19.717192
533,14.16594
534,38.201927
535,19.676926
536,9.551583
537,31.495163
538,21.118587
539,17.43275
540,13.838645
541,19.59028
542,15.1526985
543,12.794813
544,6.994108
545,16.153736
546,36.032684
547,10.431272
548,8.339304
549,7.362465
550,4.1073685
551,14.83993
552,31.07785
553,15.1243515
554,5.8672647
555,8.696188
556,8.976769
557,18.658792
558,27.475548
559,16.46422
560,12.490895
561,17.345837
562,26.016788
563,38.318737
564,6.816898
565,32.369846
566,28.60955
567,28.727125
568,13.543964
569,16.09979
570,25.31444
571,5.507411
572,15.87544
573,16.645767
574,11.480461
575,6.4713798
576,25.077597
577,35.968517
578,21.501297
579,16.861269
580,14.65632
581,11.208041
582,19.680882
583,13.532066
584,15.728242
585,10.1129465
586,30.1778
587,28.02309
588,20.23358
589,11.422769
590,25.248127
591,9.435594
592,14.174305
593,9.884915
594,11.670917
595,20.777285
596,21.207136
597,20.6036
598,10.813214
599,15.708168
600,22.42754
601,25.892118
602,11.143605
603,11.285882
604,18.415205
605,16.064478
606,14.123477
607,13.038092
608,11.9943495
609,18.250868
610,14.422434
611,16.784712
612,10.905088
613,7.2023215
614,10.67895
615,9.956655
616,20.198008
617,9.004272
618,8.544522
619,20.614037
620,14.308199
621,7.0516014
622,29.696426
623,24.359089
624,13.511271
625,12.841866
626,21.085888
627,12.063801
628,31.65966
629,23.575377
630,10.610106
631,14.368737
632,16.976315
633,8.281235
634,25.282398
635,8.187047
636,32.102276
637,18.119572
638,15.827222
639,9.658144
640,20.920395
641,17.178932
642,15.578393
643,16.67236
644,17.05793
645,17.597303
646,15.971292
647,9.241194
648,9.037196
649,16.7206
650,22.35303
651,14.529122
652,22.749668
653,15.912105
654,8.94368
655,14.861085
656,10.400427
657,7.9545927
658,39.02309
659,18.866879
660,5.585961
661,18.353521
662,14.075263
663,10.367053
664,21.043182
665,38.339245
666,24.589945
667,15.011378
668,27.958021
669,14.201326
670,10.293322
671,12.829261
672,10.927643
673,13.412575
674,8.219038
675,9.159208
676,10.042186
677,9.775401
678,16.761646
679,22.238192
680,7.0682926
681,16.741724
682,5.043453
683,13.070718
684,35.687946
685,19.574402
686,20.105667
687,17.672703
688,4.6957116
689,14.01433
690,12.98632
691,9.433183
692,17.555605
693,13.848003
694,18.548098
695,21.477358
696,14.961441
697,7.908633
698,8.759103
699,14.08781
700,28.739765
701,7.9656897
702,9.204461
703,16.318106
704,25.9253
705,17.369099
706,14.74878
707,13.384652
708,10.546609
709,10.4711685
710,9.867759
711,19.406054
712,23.089363
713,6.439686
714,19.278543
715,6.689758
716,18.52183
717,15.702205
718,19.565592
719,9.523012
720,31.705502
721,19.786474
722,18.148827
723,9.337874
724,21.028227
725,9.662695
726,18.984125
727,16.740784
728,19.19161
729,18.634172
730,16.375277
731,32.60872
732,10.362849
733,19.578524
734,18.698479
735,12.928404
736,16.486244
737,22.192652
738,17.114069
739,10.0741825
740,10.28049
741,10.012032
742,18.048758
743,11.517367
744,15.466125
745,9.044858
746,14.275751
747,6.7350945
748,27.410784
749,15.664086
750,24.091923
751,5.4141436
752,20.19059
753,7.399569
754,7.6241617
755,14.706302
756,6.3859415
757,33.5614
758,8.894211
759,24.277016
760,7.3085823
761,15.504673
762,8.728302
763,7.1715436
764,7.289405
765,22.903244
766,5.0302444
767,24.46263
768,15.394914
769,13.613319
770,26.064842
771,14.749431
772,12.673347
773,14.876827
774,26.252535
775,15.311563
776,14.464315
777,21.876852
778,9.626557
779,20.338009
780,4.670971
781,8.83483
782,10.097029
783,17.69004
784,38.39883
785,30.617706
786,26.214945
787,17.815487
788,17.703594
789,9.062665
790,25.764097
791,28.341679
792,19.418076
793,30.538034
794,13.262982
795,30.601868
796,22.06241
797,22.436401
798,4.392914
799,33.332928
800,13.74096
801,27.24111
802,30.376259
803,14.122755
804,16.536854
805,17.951553
806,7.7550254
807,15.778522
808,36.447426
809,13.672915
810,13.713218
811,10.861941
812,9.897091
813,20.187006
814,10.86621
815,11.083276
816,29.509785
817,32.826633
818,9.758707
819,16.043962
820,20.327173
821,8.699417
822,11.948473
823,17.87559
824,11.777466
825,4.6177015
826,11.15548
827,19.624266
828,11.295575
829,8.177044
830,14.742387
831,21.020458
832,10.405801
833,9.735684
834,9.142229
835,11.842116
836,9.944707
837,11.677372
838,6.470083
839,8.281716
840,8.385314
841,6.3253794
842,8.1995325
843,9.204175
844,34.6418
845,12.111343
846,31.452929
847,24.932892
848,26.257534
849,22.901236
850,21.55011
851,9.575882
852,11.315923
853,6.6666327
854,10.884138
855,8.736286
856,4.528948
857,7.6280375
858,15.784047
859,33.556297
860,10.206241
861,13.6501465
862,19.436533
863,15.826909
864,10.371231
865,4.390169
866,33.284595
867,14.496285
868,10.533954
869,5.342294
870,19.271193
871,24.664383
872,36.045673
873,29.801825
874,16.55389
875,19.02436
876,10.208262
877,15.776473
878,8.821063
879,29.827602
880,23.777107
881,11.5277195
882,20.317177
883,9.161355
884,34.7877
885,19.638992
886,10.568885
887,10.4908285
888,12.943465
889,9.265642
890,10.374156
891,28.43105
892,18.647383
893,5.3987875
894,14.5424
895,10.270161
896,11.747474
897,9.513348
898,26.547499
899,15.722472
900,13.645414
901,14.825871
902,30.535975
903,8.290031
904,18.418467
905,10.907915
906,27.279535
907,8.318509
908,18.295172
909,9.60021
910,9.183809
911,9.354565
912,16.958801
913,12.961231
914,26.193346
915,19.270983
916,19.232878
917,16.755507
918,16.629322
919,12.675381
920,18.375593
921,24.201265
922,18.37709
923,13.154544
924,21.04989
925,7.687308
926,14.029104
927,16.926075
928,14.016326
929,18.738235
930,15.043613
931,19.186079
932,16.665237
933,17.508938
934,14.089361
935,6.9550076
936,15.604475
937,12.700579
938,18.2578
939,6.824957
940,19.108568
941,25.722704
942,9.1351185
943,12.6683035
944,10.222829
945,14.042006
946,6.2440147
947,10.231844
948,31.550896
949,13.873235
950,12.412029
951,8.898147
952,25.191729
953,26.324196
954,19.896029
955,10.214938
956,9.426832
957,21.197681
958,9.001415
959,16.78647
960,11.350167
961,9.301534
962,27.137022
963,18.221117
964,8.71548
965,8.410963
966,8.85532
967,13.218126
968,26.491383
969,10.742869
970,19.276093
971,17.105368
972,26.557396
973,19.764132
974,24.196203
975,17.018831
976,17.881475
977,27.49625
978,16.387186
979,29.29265
980,9.196389
981,13.547618
982,6.827465
983,15.208048
984,10.171653
985,15.730858
986,12.23725
987,17.877262
988,15.502369
989,8.626788
990,28.149815
991,10.747267
992,17.842228
993,18.635946
994,11.253596
995,10.147043
996,8.778229
