id,tested_positive
217,33.496933
218,30.661493
219,6.1500783
220,21.907604
221,26.210297
222,34.45493
223,30.070107
224,13.382668
225,23.593548
226,5.931212
227,23.491657
228,25.685253
229,30.6165
230,5.1861815
231,11.856108
232,15.534364
233,9.494462
234,6.9994183
235,9.642889
236,45.15078
237,9.660821
238,24.42517
239,12.654213
240,7.839396
241,29.983418
242,33.43688
243,11.308222
244,14.720091
245,24.939457
246,7.3423705
247,12.060082
248,6.719876
249,15.21156
250,24.489729
251,28.127598
252,6.825746
253,8.793902
254,18.645996
255,7.3346353
256,30.908924
257,9.682197
258,25.070889
259,26.269619
260,7.7326612
261,6.6231427
262,19.054546
263,13.486833
264,16.507957
265,5.478261
266,12.545034
267,9.075502
268,34.555115
269,10.25222
270,22.520437
271,13.813456
272,36.611134
273,10.729505
274,20.25175
275,36.02978
276,32.547874
277,6.5080204
278,21.563156
279,21.099518
280,25.844492
281,20.247839
282,5.996536
283,21.433247
284,30.535404
285,22.150288
286,14.093469
287,22.310448
288,28.157303
289,34.07623
290,7.914399
291,9.724285
292,33.747826
293,6.6330576
294,11.023898
295,30.553345
296,38.709667
297,22.10289
298,25.672377
299,7.9906306
300,13.467731
301,12.701781
302,14.1748495
303,6.8062243
304,12.594676
305,8.164512
306,28.51089
307,13.825555
308,30.434834
309,21.374132
310,12.501125
311,8.018514
312,27.767918
313,11.14378
314,21.99858
315,32.661457
316,8.83799
317,6.2987094
318,11.820591
319,31.070889
320,7.051078
321,24.553608
322,30.017977
323,24.795685
324,23.027937
325,12.605913
326,36.08562
327,42.170193
328,14.814994
329,31.631466
330,13.151091
331,7.9878364
332,23.078228
333,5.43503
334,7.935464
335,16.02642
336,10.573265
337,36.440098
338,25.856857
339,22.383986
340,38.98977
341,7.3619084
342,9.751428
343,20.979858
344,39.362766
345,18.702253
346,10.498344
347,25.637508
348,25.385544
349,19.01423
350,13.0360365
351,11.942916
352,8.304995
353,18.94829
354,26.702234
355,13.189805
356,15.93984
357,13.668684
358,13.25353
359,20.726833
360,12.786952
361,12.7511425
362,6.3880086
363,15.013296
364,17.768188
365,12.714502
366,5.178309
367,21.368628
368,9.382798
369,6.640316
370,39.939075
371,46.230717
372,44.689922
373,41.830475
374,41.71085
375,7.4656367
376,10.187678
377,7.5041842
378,23.098858
379,5.711328
380,25.082542
381,16.041208
382,18.11598
383,7.518699
384,5.649629
385,29.966381
386,21.516964
387,9.225391
388,24.601326
389,22.36268
390,9.659477
391,22.446472
392,9.948519
393,21.723207
394,34.44863
395,26.272655
396,13.442703
397,17.678501
398,14.53804
399,34.57144
400,25.954954
401,8.505137
402,19.166542
403,5.8280654
404,14.851153
405,9.0024
406,12.411907
407,9.91611
408,11.34295
409,15.990771
410,31.107773
411,29.269299
412,11.977401
413,7.51955
414,7.6550956
415,17.736998
416,13.117221
417,10.2976465
418,22.959986
419,15.638394
420,9.697393
421,12.308586
422,12.361315
423,28.219992
424,19.468376
425,27.196348
426,15.103287
427,16.340271
428,8.864404
429,14.966557
430,18.489542
431,17.313135
432,16.076836
433,15.618376
434,21.432129
435,6.2308393
436,36.89606
437,7.2261033
438,6.7638783
439,9.060317
440,25.763662
441,9.898086
442,36.562325
443,10.939653
444,7.6935334
445,37.09057
446,10.272801
447,11.359724
448,7.190264
449,12.481781
450,36.145367
451,14.027525
452,34.78301
453,12.887163
454,33.76729
455,16.529667
456,8.575756
457,18.65136
458,31.970646
459,17.419775
460,15.811325
461,38.20901
462,29.193007
463,15.483807
464,33.8305
465,45.012836
466,7.731329
467,16.590809
468,14.871821
469,16.732561
470,8.072638
471,16.4184
472,15.44887
473,16.026276
474,6.3008285
475,24.816036
476,7.0233436
477,15.246765
478,12.196585
479,6.699961
480,13.154949
481,9.104717
482,30.790787
483,19.463432
484,35.901375
485,12.08942
486,6.809369
487,19.149878
488,6.989793
489,16.39561
490,16.69905
491,10.655994
492,10.45426
493,20.19855
494,11.598616
495,9.289663
496,15.697567
497,24.946266
498,20.409248
499,6.7243037
500,13.741129
501,16.808405
502,21.584963
503,7.5251102
504,10.866342
505,14.164104
506,11.261463
507,13.568981
508,8.222615
509,35.977077
510,10.298465
511,11.576598
512,5.766579
513,32.263847
514,9.179012
515,17.768131
516,27.605537
517,14.097105
518,16.499794
519,21.448381
520,17.915562
521,8.006924
522,15.198178
523,7.9795814
524,12.199604
525,15.659966
526,28.174427
527,10.334011
528,7.459165
529,35.360794
530,7.483587
531,7.6636863
532,8.064878
533,5.8128324
534,32.729305
535,21.61526
536,15.281969
537,14.432878
538,16.660318
539,16.537546
540,6.6917033
541,15.606472
542,7.1566567
543,8.898347
544,16.837332
545,7.8528466
546,36.063854
547,19.945553
548,13.873839
549,11.532713
550,6.118383
551,16.335613
552,8.621568
553,6.6253667
554,18.411858
555,7.5563445
556,36.153774
557,10.292536
558,8.303525
559,46.813065
560,16.51834
561,24.177366
562,28.4164
563,27.884102
564,19.237972
565,23.941746
566,17.504549
567,8.1514
568,5.809218
569,42.138355
570,12.269879
571,11.696571
572,6.403946
573,13.489109
574,10.761851
575,24.206783
576,24.21968
577,7.323014
578,35.626686
579,33.96418
580,8.470495
581,14.929737
582,12.570769
583,32.16706
584,16.203217
585,6.029872
586,17.761757
587,18.368046
588,6.664238
589,14.018832
590,12.305054
591,32.07841
592,21.578167
593,21.068085
594,15.496411
595,16.561102
596,8.339792
597,46.539238
598,15.288629
599,12.985785
600,17.131485
601,21.90543
602,9.36434
603,12.2608
604,8.941381
605,28.51483
606,14.306509
607,11.487908
608,30.453857
609,14.637607
610,7.138463
611,14.317528
612,10.684814
613,10.829304
614,18.627872
615,7.185952
616,8.831586
617,27.344707
618,33.027637
619,12.504158
620,18.608173
621,21.81662
622,18.904768
623,7.0597634
624,13.332258
625,21.01339
626,16.543335
627,19.498184
628,34.862823
629,16.701817
630,7.8742566
631,35.81511
632,17.575134
633,13.758783
634,37.13566
635,31.937258
636,44.906033
637,28.034275
638,12.459881
639,5.039008
640,40.962833
641,16.951826
642,37.20692
643,11.224033
644,5.9593573
645,9.327541
646,5.8868413
647,7.1408954
648,35.874622
649,13.042823
650,27.180683
651,16.081753
652,15.571741
653,7.7189646
654,9.2931
655,12.601063
656,12.951806
657,7.3383017
658,28.294374
659,7.64646
660,17.88401
661,23.27703
662,7.018073
663,13.731112
664,8.128878
665,11.74398
666,24.491842
667,10.979176
668,36.151844
669,14.859457
670,7.954662
671,8.859254
672,6.4211864
673,8.285276
674,32.391422
675,15.168875
676,17.345497
677,32.54667
678,14.157725
679,26.820168
680,7.259064
681,10.810877
682,27.423208
683,21.954773
684,30.8806
685,17.202623
686,20.293509
687,7.0682735
688,8.818119
689,6.382804
690,10.101316
691,8.749493
692,17.93045
693,7.322078
694,27.269537
695,7.5375996
696,12.07432
697,5.2553706
698,7.659908
699,8.324942
700,18.209038
701,11.228935
702,8.936318
703,7.2595773
704,5.643535
705,16.155325
706,5.88764
707,7.8207855
708,14.4233
709,21.346676
710,13.580805
711,18.542498
712,18.470062
713,14.64177
714,22.42668
715,5.5006795
716,15.338298
717,15.131234
718,27.048859
719,31.346117
720,32.359417
721,10.132447
722,15.287613
723,6.2573333
724,6.263738
725,6.877645
726,6.590496
727,7.215141
728,25.950804
729,6.827355
730,17.32432
731,33.965065
732,6.7847853
733,28.661808
734,10.783039
735,12.794713
736,13.245812
737,32.774284
738,27.071129
739,7.473365
740,27.671888
741,32.24849
742,22.474947
743,12.377249
744,36.342964
745,30.788752
746,25.670832
747,7.8565373
748,17.152754
749,8.355301
750,28.7455
751,16.618578
752,15.144808
753,37.43162
754,22.78861
755,18.04386
756,22.14849
757,4.509117
758,17.803282
759,17.439068
760,7.0368676
761,31.418512
762,8.758715
763,9.560629
764,31.655336
765,16.797626
766,14.806813
767,13.01558
768,35.01369
769,8.451363
770,9.851135
771,30.079094
772,9.732606
773,5.9536304
774,34.81409
775,13.6841
776,14.963183
777,5.6273293
778,8.038039
779,12.235458
780,33.028698
781,9.135157
782,17.866571
783,9.156114
784,7.2588167
785,35.326824
786,35.823334
787,30.2299
788,36.088207
789,32.62546
790,5.16285
791,28.740974
792,21.245033
793,18.403847
794,14.152693
795,5.1414185
796,30.79131
797,43.70691
798,8.442571
799,12.697403
800,12.082648
801,14.872865
802,15.327087
803,23.766985
804,26.838388
805,23.021282
806,18.193438
807,5.980135
808,41.811768
809,35.66174
810,9.472645
811,16.181524
812,13.174133
813,7.1473556
814,16.378862
815,14.287615
816,26.829433
817,11.04225
818,20.688736
819,10.369032
820,9.83204
821,15.569819
822,22.593414
823,12.007479
824,18.078691
825,6.543583
826,14.214773
827,8.259049
828,8.788519
829,9.285007
830,14.395596
831,23.719587
832,11.809736
833,5.3322177
834,6.5499496
835,15.454931
836,8.966351
837,24.634216
838,6.422451
839,20.566525
840,25.828964
841,29.119793
842,17.71021
843,26.229568
844,14.50378
845,23.381424
846,26.285862
847,18.642271
848,6.047336
849,8.549294
850,19.466497
851,11.509
852,38.997494
853,14.173437
854,7.875749
855,13.034856
856,7.2906127
857,10.855637
858,16.533546
859,19.099594
860,18.812
861,7.166596
862,8.318038
863,11.834542
864,16.79168
865,28.699766
866,30.122368
867,14.802472
868,22.195332
869,31.70914
870,8.36105
871,9.48467
872,11.63442
873,26.498487
874,7.4371495
875,8.028227
876,40.50768
877,19.510157
878,15.889011
879,28.7683
880,18.985119
881,21.08964
882,25.106245
883,15.334546
884,18.879492
885,14.703516
886,8.041784
887,19.602045
888,19.563526
889,21.10239
890,36.33163
891,19.191668
892,18.812237
893,12.038593
894,5.977403
895,13.420912
896,11.351254
897,7.6135354
898,12.738836
899,27.60738
900,6.6498065
901,13.554981
902,5.53402
903,14.272771
904,27.600609
905,21.813066
906,16.037893
907,15.1321535
908,30.720852
909,9.256943
910,13.638804
911,11.818318
912,12.809128
913,5.8791776
914,12.323548
915,5.9848886
916,7.4400234
917,6.8275447
918,12.513027
919,29.975975
920,7.9006643
921,23.497469
922,18.491074
923,6.632425
924,16.090195
925,28.349863
926,16.883108
927,6.8607655
928,8.582258
929,12.616846
930,32.013504
931,9.012112
932,35.474674
933,27.373684
934,6.9961376
935,24.053173
936,7.476662
937,16.269247
938,12.895815
939,9.030598
940,5.168627
941,31.896782
942,11.074806
943,7.923494
944,12.08733
945,17.735928
946,18.843052
947,7.8642297
948,15.010859
949,6.9907107
950,6.524668
951,9.753124
952,9.173061
953,39.74342
954,33.65823
955,12.8371315
956,18.045883
957,46.746555
958,24.815098
959,5.991198
960,19.539171
961,16.95899
962,11.752889
963,12.151993
964,15.399366
965,9.01178
966,15.395186
967,30.750427
968,37.199306
969,5.886018
970,39.820843
971,5.74571
972,24.416235
973,15.215444
974,7.6556582
975,5.8175716
976,20.829477
977,7.835215
978,8.40389
979,39.373367
980,9.393438
981,20.906916
982,13.347849
983,11.154225
984,32.828953
985,11.964114
986,22.697155
987,32.790424
988,45.13718
989,8.546844
990,26.383457
991,5.5697093
992,41.614754
993,31.290802
994,6.556931
995,9.95765
996,14.067239
997,21.642962
998,23.71719
999,7.7045455
1000,7.0863614
1001,8.952636
1002,16.525204
1003,14.418391
1004,14.1709795
1005,31.666607
1006,14.135937
1007,23.979523
1008,7.913053
1009,11.1343
1010,7.293452
1011,31.992626
1012,36.25886
1013,39.122684
1014,12.242387
1015,22.070024
1016,19.220867
1017,26.540905
1018,6.896739
1019,11.519622
1020,8.850464
1021,10.7850685
1022,6.4083433
1023,8.982658
1024,18.559778
1025,8.005642
1026,38.509266
1027,13.582661
1028,10.403381
1029,23.131203
1030,15.235352
1031,22.05296
1032,5.9153547
1033,8.509231
1034,41.384647
1035,32.55434
1036,15.605289
1037,10.657885
1038,9.447557
1039,14.9556
1040,5.7326474
1041,22.798895
1042,19.82217
1043,9.6708145
1044,9.760117
1045,7.0736165
1046,8.922487
1047,9.1363
1048,10.842107
1049,11.375731
1050,13.235207
1051,32.14181
1052,9.547294
1053,31.295898
1054,35.762127
1055,11.687259
1056,15.25946
1057,23.569231
1058,10.29928
1059,12.166927
1060,22.604399
1061,16.613792
1062,8.0696535
1063,19.26225
1064,14.741316
1065,14.027403
1066,25.99419
1067,12.590088
1068,11.419519
1069,7.3779135
1070,26.533783
1071,11.140824
1072,25.63018
1073,32.308117
1074,5.9190965
1075,22.130152
1076,7.3615
1077,18.827244
1078,12.4166
1079,7.4210753
1080,11.818117
1081,17.409985
1082,31.592358
1083,46.95356
1084,15.928927
1085,6.8675127
1086,28.953585
1087,40.90368
1088,5.897794
1089,29.196823
1090,8.517141
1091,24.617277
1092,5.3726106
1093,31.997486
1094,12.754147
1095,30.433014
1096,14.306505
1097,7.977229
1098,13.633544
1099,25.66338
1100,30.028442
1101,15.128847
1102,20.489183
1103,31.975136
1104,6.104253
1105,22.304655
1106,12.216641
1107,10.662013
1108,32.81146
1109,8.624512
1110,9.254381
1111,28.849787
1112,18.406595
1113,21.522243
1114,10.824318
1115,16.217344
1116,16.164528
1117,8.970131
1118,10.2142105
1119,9.005381
1120,23.027317
1121,12.045833
1122,8.5828085
1123,15.9473295
1124,15.719713
1125,9.276696
1126,7.938479
1127,17.754349
1128,15.098668
1129,18.067627
1130,10.146867
1131,13.20924
1132,4.9602776
1133,7.839846
1134,22.696112
1135,7.1462035
1136,32.070797
1137,16.555794
1138,17.497515
1139,10.353555
1140,30.125149
1141,27.00236
1142,10.160413
1143,20.883137
1144,34.200535
1145,6.763311
1146,18.486803
1147,14.927008
1148,21.339579
1149,13.805008
1150,10.706565
1151,6.5907617
1152,15.070737
1153,11.249985
1154,31.664125
1155,35.815624
1156,15.376281
1157,15.706394
1158,9.241604
1159,35.550087
1160,9.671305
1161,32.41549
1162,25.006544
1163,6.3542094
1164,6.814702
1165,8.102574
1166,6.9989567
1167,21.964224
1168,9.827269
1169,9.724619
1170,15.256586
1171,6.793189
1172,31.340866
1173,7.093224
1174,8.281071
1175,23.403315
1176,6.631048
1177,39.235294
1178,21.51917
1179,8.447982
1180,36.034607
1181,16.555649
1182,11.919033
1183,39.399033
1184,25.220947
1185,23.200275
1186,22.440126
1187,7.520061
1188,23.032217
1189,6.388599
1190,5.3625207
1191,7.4580607
1192,13.105575
1193,35.144146
1194,6.1035366
1195,35.11289
1196,40.654594
1197,32.292446
1198,21.674198
1199,35.77749
1200,6.011994
1201,34.57664
1202,5.2807703
1203,37.504578
1204,8.746834
1205,37.091873
1206,10.087637
1207,6.3017626
1208,13.856408
1209,17.024578
1210,21.745506
1211,8.157274
1212,30.33057
1213,5.6916914
1214,36.435253
1215,12.850491
1216,6.4586096
1217,6.7705894
1218,7.5596075
1219,7.048836
1220,7.2960305
1221,9.523603
1222,6.798104
1223,8.517523
1224,14.719894
1225,16.54596
1226,6.914327
1227,8.790642
1228,19.65043
1229,12.528702
1230,7.790355
1231,6.658072
1232,16.52149
1233,5.6385207
1234,14.727551
1235,31.206236
1236,23.965664
1237,7.7133517
1238,23.870304
1239,38.026775
1240,8.708306
1241,6.256312
1242,14.6736145
1243,15.532205
1244,24.283876
1245,8.882454
1246,43.40757
1247,5.460696
1248,25.65431
1249,5.8601537
1250,19.59787
1251,11.0908
1252,9.364128
1253,7.0263247
1254,7.3808312
1255,8.264159
1256,12.845652
1257,6.191455
1258,14.558973
1259,10.896902
1260,24.506233
1261,41.049038
1262,16.092272
1263,7.2232265
1264,7.8501143
1265,6.381793
1266,16.197327
1267,11.875433
1268,22.531132
1269,36.288162
1270,12.643986
1271,7.6112103
1272,5.812601
1273,12.425088
1274,32.09468
1275,12.80168
1276,12.933027
1277,7.8523736
1278,15.457256
1279,12.740307
1280,41.203487
1281,20.812407
1282,15.160703
1283,7.404203
1284,10.580642
1285,29.183119
1286,22.663609
1287,18.091896
1288,15.110463
1289,23.407972
1290,12.488378
1291,17.200827
1292,46.68236
1293,35.43173
1294,17.132315
1295,7.598915
1296,14.580036
1297,12.060707
1298,15.199049
1299,13.086293
1300,17.438534
1301,12.226151
1302,7.47296
1303,9.231839
1304,18.328724
1305,6.8972607
1306,14.334069
1307,15.443656
1308,20.18247
1309,11.572248
1310,17.092598
1311,34.60831
1312,8.415657
1313,12.189455
1314,9.106667
1315,36.750267
1316,29.083973
1317,9.30964
1318,32.162033
1319,10.854858
1320,7.7202134
1321,26.620314
1322,32.60387
1323,6.3112707
1324,14.010054
1325,18.203766
1326,19.228167
1327,13.255684
1328,13.751881
1329,8.118026
1330,16.775612
1331,7.511269
1332,5.9639015
1333,9.503138
1334,31.578058
1335,14.054147
1336,7.323185
1337,11.228966
1338,10.383537
1339,5.657141
1340,15.876825
1341,7.302353
1342,13.313183
1343,34.49312
1344,18.20924
1345,8.100065
1346,16.391788
1347,17.152454
1348,11.382617
1349,28.008808
1350,36.06268
1351,8.818719
1352,23.089134
1353,19.067337
1354,9.061146
1355,16.845562
1356,41.73253
1357,14.561693
1358,7.917115
1359,6.504198
1360,11.781076
1361,33.0649
1362,5.075247
1363,17.243118
1364,7.834294
1365,6.103428
1366,22.469364
1367,32.712273
1368,13.422012
1369,29.166384
1370,8.164503
1371,10.577394
1372,10.053125
1373,42.4016
1374,39.85025
1375,6.465263
1376,7.910007
1377,26.22432
1378,29.202032
1379,10.450485
1380,17.995844
1381,17.905758
1382,17.6455
1383,32.27856
1384,15.886936
1385,43.65196
1386,7.207639
1387,8.856105
1388,16.555683
1389,19.00269
1390,25.330276
1391,17.739645
1392,9.303979
1393,6.6396155
1394,12.688531
1395,23.380705
1396,33.31046
1397,10.939976
1398,10.449013
1399,5.1486
1400,5.9884715
1401,6.582003
1402,8.800049
1403,9.116047
1404,5.2110553
1405,6.1251698
1406,8.664759
1407,31.652388
1408,14.704474
1409,46.239967
1410,6.9423723
1411,11.429063
1412,13.659404
1413,15.977702
1414,6.7736554
1415,21.808863
1416,12.104124
1417,29.388048
1418,37.531395
1419,9.278706
1420,15.098125
1421,14.464733
1422,29.775227
1423,18.388733
1424,14.766158
1425,6.996177
1426,23.862202
1427,15.704704
1428,20.487885
1429,28.88071
1430,14.135433
1431,9.843236
1432,14.849877
1433,16.81037
1434,13.947085
1435,8.3186035
1436,17.649935
1437,8.95132
1438,32.8935
1439,27.285389
1440,8.121338
1441,13.358996
1442,13.241797
1443,41.905743
1444,7.1510496
1445,31.405233
1446,40.42593
1447,7.7624965
1448,41.75803
1449,21.714397
1450,7.317353
1451,8.359726
1452,8.053929
1453,24.732794
1454,15.1711855
1455,8.691749
1456,20.302368
1457,13.731868
1458,12.940342
1459,14.606848
1460,14.361829
1461,8.432695
1462,7.7604313
1463,29.225168
1464,38.65012
1465,37.14263
1466,6.3731847
1467,5.8483696
1468,27.176916
1469,17.083803
1470,31.527725
1471,32.62386
1472,9.046618
1473,6.2875414
1474,38.001545
1475,15.63184
1476,22.251976
1477,13.115743
1478,10.496801
1479,6.4030633
1480,23.351023
1481,24.6147
1482,10.291302
1483,9.420913
1484,5.673727
1485,12.231687
1486,17.841473
1487,22.540833
1488,7.1431813
1489,10.388687
1490,20.969902
1491,6.953421
1492,34.759174
1493,7.762172
1494,11.300315
1495,32.794205
1496,16.548647
1497,7.4278426
1498,22.427526
1499,16.156593
1500,6.1738105
1501,32.830124
1502,16.306158
1503,32.049507
1504,8.474816
1505,20.84335
1506,35.042927
1507,22.406738
1508,28.360441
1509,10.038871
1510,14.215201
1511,8.973931
1512,8.756805
1513,16.2915
1514,16.471798
1515,12.791478
1516,32.012424
1517,26.78587
1518,12.961096
1519,22.364653
1520,6.0380325
1521,14.28198
1522,21.832916
1523,14.260938
1524,23.803146
1525,7.709393
1526,24.618404
1527,12.400351
1528,15.579399
1529,20.453583
1530,12.828464
1531,16.814096
1532,7.661283
1533,5.5591965
1534,16.346025
1535,14.444696
1536,13.951497
1537,15.485815
1538,10.214944
1539,17.41809
1540,11.217794
1541,5.676014
1542,11.178866
1543,22.006191
1544,8.040896
1545,31.317652
1546,12.254703
1547,10.071964
1548,26.018951
1549,5.7483864
1550,25.56849
1551,10.981278
1552,15.543684
1553,8.36456
1554,6.7120647
1555,5.561295
1556,15.201348
1557,11.230622
1558,13.000337
1559,10.90675
1560,10.994236
1561,9.3932295
1562,18.258247
1563,23.878094
1564,13.700804
1565,17.056507
1566,18.588778
1567,31.900932
1568,20.666618
1569,11.665918
1570,16.149115
1571,10.613971
1572,7.941973
1573,24.386522
1574,11.355847
1575,16.19668
1576,18.262886
1577,27.15884
1578,10.74953
1579,22.557499
1580,19.166687
1581,38.345654
1582,11.724649
1583,6.1966305
1584,15.508377
1585,30.466684
1586,8.575623
1587,36.561687
1588,25.02067
1589,19.336832
1590,6.8802533
1591,8.949219
1592,14.069827
1593,44.256176
1594,11.612113
1595,25.799753
1596,6.5518074
1597,12.640114
1598,8.880004
1599,5.7780604
1600,35.956215
1601,8.818154
1602,25.357622
1603,13.278054
1604,18.472696
1605,32.398083
1606,8.22053
1607,15.920107
1608,10.608913
1609,14.97676
1610,5.8199487
1611,24.388676
1612,30.541185
1613,9.506407
1614,16.800209
1615,15.150983
1616,31.502071
1617,6.023539
1618,28.374557
1619,23.800694
1620,26.83027
1621,23.864069
1622,39.304028
1623,19.81968
1624,37.136456
1625,8.004539
1626,5.8203273
1627,9.58983
1628,24.603872
1629,11.541063
1630,5.5093474
1631,5.852977
1632,15.902518
1633,17.91184
1634,34.68766
1635,30.016232
1636,12.733478
1637,14.222017
1638,11.938148
1639,13.742109
1640,14.5397215
1641,19.386913
1642,6.5790777
1643,25.52744
1644,10.573699
1645,5.359857
1646,32.43716
1647,20.059723
1648,8.894532
1649,15.161256
1650,19.798183
1651,20.97798
1652,8.297234
1653,27.560535
1654,27.941076
1655,7.2880836
1656,15.538762
1657,21.738754
1658,32.260876
1659,10.604055
1660,23.161541
1661,37.719948
1662,15.565417
1663,20.981281
1664,32.833042
1665,6.3688707
1666,25.131779
1667,16.714775
1668,18.068138
1669,21.323038
1670,18.373804
1671,18.114838
1672,10.972035
1673,38.53062
1674,24.98209
1675,10.33603
1676,9.369746
1677,21.642595
1678,18.735088
1679,21.029245
1680,15.433432
1681,19.004871
1682,7.3799148
1683,8.44845
1684,18.666153
1685,14.164633
1686,6.7708144
1687,9.717369
1688,21.752981
1689,10.624365
1690,31.406311
1691,16.859161
1692,12.335991
1693,8.172585
1694,34.0579
1695,15.128158
1696,9.038079
1697,13.581647
1698,33.30158
1699,15.918077
1700,32.014236
1701,13.63254
1702,17.382477
1703,7.521404
1704,21.639261
1705,29.535639
1706,7.699941
1707,10.009024
1708,30.264908
1709,21.80881
1710,22.368664
1711,6.5974164
1712,16.341108
1713,9.442169
1714,28.623163
1715,5.8189807
1716,23.118494
1717,8.915104
1718,6.2591305
1719,21.044086
1720,6.971046
1721,18.002396
1722,13.858366
1723,31.842178
1724,19.912209
1725,15.437285
1726,9.611937
1727,7.458596
1728,8.226726
1729,34.70587
1730,30.785656
1731,27.931553
1732,7.350158
1733,18.1666
1734,15.370896
1735,11.08779
1736,28.508924
1737,10.797581
1738,35.42404
1739,10.724153
1740,7.349229
1741,18.509462
1742,34.29444
1743,21.61933
1744,8.391643
1745,22.748863
1746,7.682533
1747,9.904205
1748,5.210946
1749,45.676846
1750,7.3082843
1751,9.620156
1752,15.573895
1753,23.975048
1754,6.54411
1755,31.919125
1756,7.362557
1757,29.259026
1758,40.148575
1759,17.816963
1760,16.977507
1761,9.143686
1762,26.667679
1763,11.789812
1764,36.237827
1765,32.66453
1766,8.322331
1767,18.949251
1768,8.827234
1769,13.154284
1770,15.817448
1771,25.514961
1772,23.382252
1773,7.8641334
1774,10.325979
1775,13.972139
1776,8.660143
1777,11.6883745
1778,21.050854
1779,8.080577
1780,6.513425
1781,12.675437
1782,19.117876
1783,25.867447
1784,16.292084
1785,27.648214
1786,15.721834
1787,8.724855
1788,17.515388
1789,21.07225
1790,31.123438
1791,16.880306
1792,27.562405
1793,24.67909
1794,17.072927
1795,16.220633
1796,17.785074
1797,12.047364
1798,9.567245
1799,35.01929
1800,18.337029
1801,10.593044
1802,26.820599
1803,5.979035
1804,37.325085
1805,21.775866
1806,33.298405
1807,20.06065
1808,5.916813
1809,34.073814
1810,17.597366
1811,46.367836
1812,10.722534
1813,36.46442
1814,21.680212
1815,15.143192
1816,15.517418
1817,14.91386
1818,22.132538
1819,7.745
1820,13.3665285
1821,6.9366527
1822,25.81551
1823,12.183697
1824,9.285884
1825,14.345125
1826,7.3564525
1827,12.029395
1828,19.90685
1829,18.905312
1830,15.821091
1831,16.387947
1832,9.669344
1833,13.484655
1834,15.954258
1835,9.658872
1836,18.323383
1837,9.683364
1838,18.677847
1839,8.514801
1840,11.116925
1841,23.465252
1842,21.119818
1843,18.878897
1844,36.070774
1845,12.351627
1846,8.806095
1847,17.336378
1848,13.244402
